"4500733","dbergevin","2012-03-07 11:43:23 -0500"
"4500733","dbergevin","2012-03-07 14:22:20 -0500"
"4448478","jilldeems","2012-03-07 14:23:14 -0500"
"4478767","Cord5225","2012-03-07 14:35:34 -0500"
"4478767","Cord5225","2012-03-07 14:35:35 -0500"
"4500502","libbyvdh","2012-03-07 14:39:01 -0500"
"4459539","jwilliamson1","2012-03-07 14:44:59 -0500"
"4459539","jwilliamson1","2012-03-07 14:56:16 -0500"
"4500733","dbergevin","2012-03-07 15:18:43 -0500"
"4500733","dbergevin","2012-03-07 15:22:48 -0500"
"4500733","dbergevin","2012-03-07 15:24:05 -0500"
"4500733","dbergevin","2012-03-07 15:24:53 -0500"
"4500733","dbergevin","2012-03-07 15:39:07 -0500"
"4500733","dbergevin","2012-03-07 16:46:11 -0500"
"4500733","dbergevin","2012-03-07 17:16:07 -0500"
"4500733","dbergevin","2012-03-07 17:17:27 -0500"
"4500733","dbergevin","2012-03-07 17:17:29 -0500"
"4500733","dbergevin","2012-03-07 17:53:19 -0600"
"4483621","jmcassell","2012-03-07 18:40:28 -0600"
"4500733","dbergevin","2012-03-07 20:31:29 -0600"
"4500733","dbergevin","2012-03-07 20:58:12 -0600"
"4500733","dbergevin","2012-03-07 21:54:30 -0600"
"4500733","dbergevin","2012-03-07 22:13:46 -0600"
"4500733","dbergevin","2012-03-08 10:06:50 -0600"
"4479704","lsmadison","2012-03-08 10:46:01 -0600"
"4457678","emilyslemp","2012-03-08 10:47:39 -0600"
"4473443","hewesp13","2012-03-08 10:49:04 -0600"
"4458596","miller191","2012-03-08 10:50:15 -0600"
"4471391","jemw0623","2012-03-08 10:53:19 -0600"
"4490684","lsanchez","2012-03-08 10:55:38 -0600"
"4491972","tammywinn","2012-03-08 10:57:44 -0600"
"4450045","KCamp607","2012-03-08 11:00:32 -0600"
"4441494","mit1379476","2012-03-08 11:01:14 -0600"
"4441494","mit1379476","2012-03-08 11:01:15 -0600"
"4450045","KCamp607","2012-03-08 11:01:53 -0600"
"4462963","chaselisa01","2012-03-08 11:03:09 -0600"
"4492082","fennellj55","2012-03-08 11:04:38 -0600"
"4500733","dbergevin","2012-03-08 11:05:11 -0600"
"4450045","KCamp607","2012-03-08 11:06:51 -0600"
"4493838","asforbis","2012-03-08 11:09:31 -0600"
"4493838","asforbis","2012-03-08 11:09:32 -0600"
"4450851","cindywood73","2012-03-08 11:09:38 -0600"
"4437457","levi.meeske@scientificgames.com","2012-03-08 11:11:36 -0600"
"4453500","kcampbell","2012-03-08 11:13:45 -0600"
"4499673","krunge205","2012-03-08 11:17:05 -0600"
"4448131","nwashburn","2012-03-08 11:17:23 -0600"
"4485595","dgramuglia","2012-03-08 11:22:35 -0600"
"4445960","trusharray","2012-03-08 11:27:03 -0600"
"4454965","kndsgma2","2012-03-08 11:40:27 -0600"
"4450590","frontporch22","2012-03-08 11:45:25 -0600"
"4457507","gnxynides","2012-03-08 11:50:22 -0600"
"4457142","lfmanning","2012-03-08 11:56:02 -0600"
"4459539","jwilliamson1","2012-03-08 12:03:45 -0600"
"4488728","joaquindiaz","2012-03-08 12:19:26 -0600"
"4484373","jendell32","2012-03-08 12:19:49 -0600"
"4484373","jendell32","2012-03-08 12:19:51 -0600"
"4447546","joisygoil","2012-03-08 12:25:47 -0600"
"4447546","joisygoil","2012-03-08 12:25:50 -0600"
"4472269","hmessmer11","2012-03-08 12:27:18 -0600"
"4445055","mnicholson","2012-03-08 12:32:19 -0600"
"4445055","mnicholson","2012-03-08 12:41:11 -0600"
"4468823","MARY14120","2012-03-08 13:08:06 -0600"
"4500733","dbergevin","2012-03-08 13:18:20 -0600"
"4437457","levi.meeske@scientificgames.com","2012-03-08 13:25:00 -0600"
"4500733","dbergevin","2012-03-08 13:27:27 -0600"
"4497507","nr012345","2012-03-08 13:42:26 -0600"
"4497507","nr012345","2012-03-08 13:47:43 -0600"
"4457714","dean1234","2012-03-08 13:53:49 -0600"
"4500733","dbergevin","2012-03-08 13:54:01 -0600"
"4500733","dbergevin","2012-03-08 13:58:00 -0600"
"4491653","sarashelkons","2012-03-08 14:02:28 -0600"
"4460439","tuckema1","2012-03-08 14:08:14 -0600"
"4466405","Machelle1","2012-03-08 14:19:45 -0600"
"4500733","dbergevin","2012-03-08 14:24:56 -0600"
"4437195","marybeiker","2012-03-08 14:26:11 -0600"
"4440234","gymnast14","2012-03-08 14:27:09 -0600"
"4500733","dbergevin","2012-03-08 14:27:18 -0600"
"4500733","dbergevin","2012-03-08 14:35:56 -0600"
"4460439","tuckema1","2012-03-08 14:41:15 -0600"
"4490808","KenHicks22","2012-03-08 14:49:20 -0600"
"4490808","KenHicks22","2012-03-08 14:54:17 -0600"
"4482200","mshap1507","2012-03-08 15:04:37 -0600"
"4483844","indymama","2012-03-08 15:08:29 -0600"
"4483844","indymama","2012-03-08 15:08:31 -0600"
"4448815","jpadgett","2012-03-08 15:17:33 -0600"
"4500733","dbergevin","2012-03-08 15:34:50 -0600"
"4500733","dbergevin","2012-03-08 16:07:53 -0600"
"4500733","dbergevin","2012-03-08 16:08:29 -0600"
"4500733","dbergevin","2012-03-08 16:30:10 -0600"
"4500733","dbergevin","2012-03-08 16:30:55 -0600"
"4500733","dbergevin","2012-03-08 16:33:39 -0600"
"4500733","dbergevin","2012-03-08 16:39:46 -0600"
"4500733","dbergevin","2012-03-08 16:47:15 -0600"
"4500733","dbergevin","2012-03-08 16:48:29 -0600"
"4457142","lfmanning","2012-03-08 18:16:56 -0600"
"4500733","dbergevin","2012-03-08 19:14:10 -0600"
"4500733","dbergevin","2012-03-08 19:25:58 -0600"
"4448815","jpadgett","2012-03-08 19:57:39 -0600"
"4487354","dmcdaid001","2012-03-08 20:28:30 -0600"
"4485280","Carsonman01","2012-03-08 20:44:01 -0600"
"4500733","dbergevin","2012-03-08 21:00:09 -0600"
"4457046","sfyoung15","2012-03-08 22:50:30 -0600"
"4457046","sfyoung15","2012-03-08 22:58:29 -0600"
"4445960","trusharray","2012-03-09 04:27:05 -0600"
"4445960","trusharray","2012-03-09 06:09:34 -0600"
"4447376","alrapley","2012-03-09 06:27:10 -0600"
"4447376","alrapley","2012-03-09 06:29:08 -0600"
"4458037","ajwellme","2012-03-09 07:30:53 -0600"
"4458037","ajwellme","2012-03-09 07:35:14 -0600"
"4458037","ajwellme","2012-03-09 07:35:17 -0600"
"4458088","kevinmac32","2012-03-09 07:36:06 -0600"
"4485897","BetsyBlaze","2012-03-09 08:19:07 -0600"
"4484373","jendell32","2012-03-09 08:53:41 -0600"
"4484373","jendell32","2012-03-09 09:04:40 -0600"
"4490483","taljhutch","2012-03-09 10:01:45 -0600"
"4490483","taljhutch","2012-03-09 10:01:46 -0600"
"4484058","sholtemf","2012-03-09 10:53:53 -0600"
"4484058","sholtemf","2012-03-09 10:58:07 -0600"
"4450590","frontporch22","2012-03-09 12:46:47 -0600"
"4500733","dbergevin","2012-03-09 13:37:30 -0600"
"4459539","jwilliamson1","2012-03-09 13:53:50 -0600"
"4457671","Kdickeson","2012-03-09 14:00:20 -0600"
"4495689","arelis78","2012-03-09 14:11:54 -0600"
"4500733","dbergevin","2012-03-09 14:14:45 -0600"
"4495689","arelis78","2012-03-09 14:15:25 -0600"
"4495689","arelis78","2012-03-09 14:17:10 -0600"
"4500733","dbergevin","2012-03-09 14:24:40 -0600"
"4500733","dbergevin","2012-03-09 14:29:34 -0600"
"4460439","tuckema1","2012-03-09 14:37:28 -0600"
"4455959","swaima4881","2012-03-09 14:45:38 -0600"
"4491653","sarashelkons","2012-03-09 15:51:59 -0600"
"4470492","kreynolds","2012-03-09 15:56:58 -0600"
"4470492","kreynolds","2012-03-09 16:04:24 -0600"
"4458037","ajwellme","2012-03-09 16:30:08 -0600"
"4457142","lfmanning","2012-03-09 16:47:58 -0600"
"4458037","ajwellme","2012-03-09 16:49:53 -0600"
"4458037","ajwellme","2012-03-09 16:50:01 -0600"
"4484223","rbsayers","2012-03-09 16:57:34 -0600"
"4484223","rbsayers","2012-03-09 16:59:23 -0600"
"4484223","rbsayers","2012-03-09 17:03:16 -0600"
"4500733","dbergevin","2012-03-09 17:21:31 -0600"
"4445960","trusharray","2012-03-09 17:46:35 -0600"
"4457142","lfmanning","2012-03-09 18:45:59 -0600"
"4453013","swegner1","2012-03-09 19:05:16 -0600"
"4486759","erikgarcia","2012-03-09 19:19:26 -0600"
"4486759","erikgarcia","2012-03-09 19:22:44 -0600"
"4490684","lsanchez","2012-03-09 19:37:16 -0600"
"4457142","lfmanning","2012-03-09 19:59:41 -0600"
"4460439","tuckema1","2012-03-09 20:03:34 -0600"
"4456277","bneely0703","2012-03-09 20:26:01 -0600"
"4447376","alrapley","2012-03-09 21:19:59 -0600"
"4500733","dbergevin","2012-03-09 21:32:50 -0600"
"4500733","dbergevin","2012-03-09 22:36:34 -0600"
"4500733","dbergevin","2012-03-09 22:45:47 -0600"
"4500733","dbergevin","2012-03-09 22:46:58 -0600"
"4441494","mit1379476","2012-03-10 00:39:34 -0600"
"4500733","dbergevin","2012-03-10 01:08:25 -0600"
"4437457","levi.meeske@scientificgames.com","2012-03-10 06:45:53 -0600"
"4457507","gnxynides","2012-03-10 06:46:22 -0600"
"4450590","frontporch22","2012-03-10 07:29:04 -0600"
"4490684","lsanchez","2012-03-10 07:53:30 -0600"
"4457142","lfmanning","2012-03-10 07:58:29 -0600"
"4457678","emilyslemp","2012-03-10 08:38:48 -0600"
"4447376","alrapley","2012-03-10 08:56:56 -0600"
"4447376","alrapley","2012-03-10 08:56:58 -0600"
"4473384","kcastleberry","2012-03-10 09:16:51 -0600"
"4490684","lsanchez","2012-03-10 09:31:23 -0600"
"4455971","kwindsor","2012-03-10 09:36:56 -0600"
"4457142","lfmanning","2012-03-10 10:13:30 -0600"
"4457142","lfmanning","2012-03-10 10:15:13 -0600"
"4445751","tsmouzon","2012-03-10 10:34:15 -0600"
"4500733","dbergevin","2012-03-10 10:46:19 -0600"
"4500733","dbergevin","2012-03-10 11:17:29 -0600"
"4500733","dbergevin","2012-03-10 11:19:21 -0600"
"4462963","chaselisa01","2012-03-10 11:22:52 -0600"
"4450851","cindywood73","2012-03-10 11:26:46 -0600"
"4448879","hamza2012","2012-03-10 11:30:06 -0600"
"4450851","cindywood73","2012-03-10 11:42:52 -0600"
"4450851","cindywood73","2012-03-10 11:47:42 -0600"
"4448879","hamza2012","2012-03-10 11:54:50 -0600"
"4457678","emilyslemp","2012-03-10 11:55:02 -0600"
"4500733","dbergevin","2012-03-10 12:03:18 -0600"
"4473443","hewesp13","2012-03-10 12:15:53 -0600"
"4497839","jonrmiller1","2012-03-10 12:18:18 -0600"
"4448131","nwashburn","2012-03-10 12:18:54 -0600"
"4451662","chfuqua2012","2012-03-10 12:23:16 -0600"
"4448131","nwashburn","2012-03-10 12:57:46 -0600"
"4451662","chfuqua2012","2012-03-10 13:05:20 -0600"
"4500733","dbergevin","2012-03-10 13:10:40 -0600"
"4488217","jimmytai","2012-03-10 13:30:35 -0600"
"4451662","chfuqua2012","2012-03-10 13:31:04 -0600"
"4448879","hamza2012","2012-03-10 13:36:36 -0600"
"4500733","dbergevin","2012-03-10 13:48:18 -0600"
"4469651","kqcooper","2012-03-10 15:40:01 -0600"
"4469651","kqcooper","2012-03-10 15:47:25 -0600"
"4455971","kwindsor","2012-03-10 17:04:59 -0600"
"4463803","ladelamor","2012-03-10 17:17:47 -0600"
"4463803","ladelamor","2012-03-10 17:17:50 -0600"
"4500733","dbergevin","2012-03-10 18:07:45 -0600"
"4460439","tuckema1","2012-03-10 18:17:54 -0600"
"4487331","wilma1965","2012-03-10 19:56:20 -0600"
"4491653","sarashelkons","2012-03-10 20:30:09 -0600"
"4492912","rmjackson","2012-03-11 07:15:34 -0500"
"4496190","jesmcarthur","2012-03-11 08:09:29 -0500"
"4490684","lsanchez","2012-03-11 08:46:12 -0500"
"4486759","erikgarcia","2012-03-11 09:10:29 -0500"
"4486759","erikgarcia","2012-03-11 09:10:31 -0500"
"4458088","kevinmac32","2012-03-11 09:26:32 -0500"
"4500733","dbergevin","2012-03-11 09:48:40 -0500"
"4500733","dbergevin","2012-03-11 09:50:10 -0500"
"4473443","hewesp13","2012-03-11 10:02:33 -0500"
"4455971","kwindsor","2012-03-11 10:41:37 -0500"
"4470004","kelleyjc","2012-03-11 10:46:10 -0500"
"4473384","kcastleberry","2012-03-11 10:54:00 -0500"
"4490808","KenHicks22","2012-03-11 11:02:45 -0500"
"4487331","wilma1965","2012-03-11 11:45:52 -0500"
"4457096","turetskyd","2012-03-11 12:03:00 -0500"
"4451662","chfuqua2012","2012-03-11 12:29:55 -0500"
"4451662","chfuqua2012","2012-03-11 12:29:57 -0500"
"4458037","ajwellme","2012-03-11 12:46:49 -0500"
"4500733","dbergevin","2012-03-11 12:49:19 -0500"
"4490684","lsanchez","2012-03-11 12:56:12 -0500"
"4459539","jwilliamson1","2012-03-11 12:56:30 -0500"
"4486759","erikgarcia","2012-03-11 13:02:25 -0500"
"4464219","ebennett","2012-03-11 13:28:21 -0500"
"4458623","jrjdotmac","2012-03-11 13:30:11 -0500"
"4488217","jimmytai","2012-03-11 14:21:20 -0500"
"4486759","erikgarcia","2012-03-11 14:30:53 -0500"
"4453013","swegner1","2012-03-11 14:47:51 -0500"
"4504969","sushma01","2012-03-11 14:51:34 -0500"
"4504969","sushma01","2012-03-11 14:51:36 -0500"
"4490443","ShaneH999","2012-03-11 15:10:36 -0500"
"4455492","ghennefer","2012-03-11 15:14:07 -0500"
"4470400","ecconrad","2012-03-11 15:19:42 -0500"
"4490443","ShaneH999","2012-03-11 15:21:06 -0500"
"4487910","ksmithmier","2012-03-11 15:33:22 -0500"
"4453013","swegner1","2012-03-11 15:52:58 -0500"
"4500733","dbergevin","2012-03-11 15:56:06 -0500"
"4473384","kcastleberry","2012-03-11 15:57:23 -0500"
"4482200","mshap1507","2012-03-11 16:05:01 -0500"
"4474691","evalewis","2012-03-11 16:07:33 -0500"
"4462564","steverj147","2012-03-11 16:13:58 -0500"
"4473384","kcastleberry","2012-03-11 16:22:43 -0500"
"4473384","kcastleberry","2012-03-11 16:22:51 -0500"
"4487910","ksmithmier","2012-03-11 16:40:09 -0500"
"4462564","steverj147","2012-03-11 16:42:45 -0500"
"4487910","ksmithmier","2012-03-11 16:44:28 -0500"
"4446498","michelle","2012-03-11 17:00:11 -0500"
"4500733","dbergevin","2012-03-11 17:02:48 -0500"
"4456277","bneely0703","2012-03-11 17:04:26 -0500"
"4457216","cvanderwood","2012-03-11 17:15:06 -0500"
"4457216","cvanderwood","2012-03-11 17:15:07 -0500"
"4437290","wwyatt@smsholdings.com","2012-03-11 17:35:32 -0500"
"4437290","wwyatt@smsholdings.com","2012-03-11 17:41:00 -0500"
"4486299","pauldoble4","2012-03-11 17:43:10 -0500"
"4491972","tammywinn","2012-03-11 17:44:59 -0500"
"4455959","swaima4881","2012-03-11 17:45:34 -0500"
"4500733","dbergevin","2012-03-11 18:06:11 -0500"
"4500733","dbergevin","2012-03-11 18:08:26 -0500"
"4500733","dbergevin","2012-03-11 18:27:56 -0500"
"4484148","dwheeler","2012-03-11 18:31:23 -0500"
"4499220","leighthib","2012-03-11 18:49:45 -0500"
"4487910","ksmithmier","2012-03-11 20:59:24 -0500"
"4481990","kmball49","2012-03-11 22:22:48 -0500"
"4464219","ebennett","2012-03-11 22:52:26 -0500"
"4500733","dbergevin","2012-03-11 23:36:01 -0500"
"4462955","BenLawder","2012-03-12 00:36:54 -0500"
"4500733","dbergevin","2012-03-12 02:01:12 -0500"
"4490443","ShaneH999","2012-03-12 06:14:15 -0500"
"4490684","lsanchez","2012-03-12 07:03:27 -0500"
"4479704","lsmadison","2012-03-12 07:12:55 -0500"
"4458037","ajwellme","2012-03-12 07:52:35 -0500"
"4458037","ajwellme","2012-03-12 07:52:37 -0500"
"4462955","BenLawder","2012-03-12 08:46:06 -0500"
"4460439","tuckema1","2012-03-12 08:47:27 -0500"
"4473443","hewesp13","2012-03-12 08:47:55 -0500"
"4499673","krunge205","2012-03-12 08:51:31 -0500"
"4499673","krunge205","2012-03-12 08:51:32 -0500"
"4490369","gslummus","2012-03-12 08:56:04 -0500"
"4492082","fennellj55","2012-03-12 09:30:38 -0500"
"4450045","kcamp607","2012-03-12 09:30:54 -0500"
"4493090","wonhwa01","2012-03-12 09:31:11 -0500"
"4488728","joaquindiaz","2012-03-12 09:31:35 -0500"
"4457557","jleischner","2012-03-12 09:31:52 -0500"
"4481728","jwhitright","2012-03-12 09:36:10 -0500"
"4479704","lsmadison","2012-03-12 09:37:31 -0500"
"4450045","Kcamp607","2012-03-12 09:37:58 -0500"
"4471998","faithinlife","2012-03-12 09:41:18 -0500"
"4458841","Kmenzigian","2012-03-12 09:51:26 -0500"
"4453013","swegner1","2012-03-12 09:53:48 -0500"
"4477596","jclark1977","2012-03-12 10:05:00 -0500"
"4477565","RobinChipkin","2012-03-12 10:11:41 -0500"
"4481990","kmball49","2012-03-12 10:59:25 -0500"
"4477596","jclark1977","2012-03-12 11:03:27 -0500"
"4473443","hewesp13","2012-03-12 11:06:51 -0500"
"4460098","johnooty02","2012-03-12 11:22:22 -0500"
"4497208","mshelby143","2012-03-12 11:22:33 -0500"
"4495386","jschwarzmann","2012-03-12 11:22:48 -0500"
"4493499","Rkamatmhamai","2012-03-12 11:24:45 -0500"
"4487994","mogliajr","2012-03-12 11:26:52 -0500"
"4490808","KenHicks22","2012-03-12 11:41:13 -0500"
"4449778","wbergen1","2012-03-12 11:41:30 -0500"
"4481990","kmball49","2012-03-12 11:44:17 -0500"
"4495141","gcullison","2012-03-12 11:45:38 -0500"
"4474480","liggettt","2012-03-12 11:46:29 -0500"
"4457507","gnxynides","2012-03-12 11:52:13 -0500"
"4490443","ShaneH999","2012-03-12 12:12:51 -0500"
"4477596","jclark1977","2012-03-12 12:15:40 -0500"
"4447376","alrapley","2012-03-12 12:19:20 -0500"
"4500733","dbergevin","2012-03-12 12:23:37 -0500"
"4500733","dbergevin","2012-03-12 12:24:13 -0500"
"4500733","dbergevin","2012-03-12 12:25:12 -0500"
"4500733","dbergevin","2012-03-12 12:25:13 -0500"
"4481990","kmball49","2012-03-12 13:06:28 -0500"
"4499673","krunge205","2012-03-12 13:26:50 -0500"
"4455492","ghennefer","2012-03-12 13:39:05 -0500"
"4500733","dbergevin","2012-03-12 13:45:59 -0500"
"4462249","donweinstein","2012-03-12 14:00:18 -0500"
"4488167","wolfdaw1","2012-03-12 14:25:42 -0500"
"4491653","sarashelkons","2012-03-12 14:31:56 -0500"
"4488728","joaquindiaz","2012-03-12 14:36:23 -0500"
"4499673","krunge205","2012-03-12 15:01:46 -0500"
"4499673","krunge205","2012-03-12 15:01:48 -0500"
"4461105","jdspringer","2012-03-12 15:03:03 -0500"
"4447489","dmathewson","2012-03-12 15:07:11 -0500"
"4437154","angie.edwards@meredith.com","2012-03-12 15:12:59 -0500"
"4493499","Rkamatmhamai","2012-03-12 15:13:12 -0500"
"4460911","cummingspd","2012-03-12 15:19:31 -0500"
"4460911","cummingspd","2012-03-12 15:23:43 -0500"
"4483016","susanoxford","2012-03-12 15:28:59 -0500"
"4483016","susanoxford","2012-03-12 15:29:01 -0500"
"4474480","liggettt","2012-03-12 15:41:40 -0500"
"4474480","liggettt","2012-03-12 15:59:46 -0500"
"4490443","ShaneH999","2012-03-12 16:01:56 -0500"
"4493460","WBAuerbach","2012-03-12 16:10:44 -0500"
"4462955","BenLawder","2012-03-12 16:23:33 -0500"
"4447555","ghazell12","2012-03-12 16:36:45 -0500"
"4458088","kevinmac32","2012-03-12 16:36:55 -0500"
"4478724","rbaker01","2012-03-12 17:05:58 -0500"
"4464219","ebennett","2012-03-12 18:06:02 -0500"
"4474789","leighjames","2012-03-12 18:06:20 -0500"
"4474789","leighjames","2012-03-12 18:06:22 -0500"
"4474789","leighjames","2012-03-12 18:06:24 -0500"
"4490828","Meavey01","2012-03-12 18:08:07 -0500"
"4493090","wonhwa01","2012-03-12 18:26:22 -0500"
"4486759","erikgarcia","2012-03-12 18:41:57 -0500"
"4497839","jonrmiller1","2012-03-12 18:49:03 -0500"
"4477620","crumpg0322","2012-03-12 19:20:37 -0500"
"4477620","crumpg0322","2012-03-12 19:20:39 -0500"
"4490443","ShaneH999","2012-03-12 19:26:25 -0500"
"4490443","ShaneH999","2012-03-12 19:26:25 -0500"
"4490443","ShaneH999","2012-03-12 19:26:26 -0500"
"4450590","frontporch22","2012-03-12 21:47:17 -0500"
"4451662","chfuqua2012","2012-03-12 22:16:50 -0500"
"4493499","Rkamatmhamai","2012-03-12 22:46:33 -0500"
"4493460","WBAuerbach","2012-03-12 23:34:20 -0500"
"4460439","tuckema1","2012-03-12 23:36:13 -0500"
"4490443","ShaneH999","2012-03-13 00:38:48 -0500"
"4462955","BenLawder","2012-03-13 06:21:38 -0500"
"4473443","hewesp13","2012-03-13 06:39:47 -0500"
"4459676","jennings1","2012-03-13 07:05:37 -0500"
"4490684","lsanchez","2012-03-13 07:18:38 -0500"
"4484148","dwheeler","2012-03-13 07:31:22 -0500"
"4488728","joaquindiaz","2012-03-13 07:56:55 -0500"
"4453013","swegner1","2012-03-13 07:58:58 -0500"
"4490443","ShaneH999","2012-03-13 08:15:09 -0500"
"4474480","liggettt","2012-03-13 08:30:52 -0500"
"4460098","johnooty02","2012-03-13 08:31:05 -0500"
"4488167","wolfdaw1","2012-03-13 08:42:05 -0500"
"4449778","wbergen1","2012-03-13 08:48:23 -0500"
"4464219","ebennett","2012-03-13 08:59:32 -0500"
"4474480","liggettt","2012-03-13 09:12:35 -0500"
"4469984","parker0424","2012-03-13 09:25:45 -0500"
"4478724","rbaker01","2012-03-13 09:32:05 -0500"
"4478724","rbaker01","2012-03-13 09:35:26 -0500"
"4455492","ghennefer","2012-03-13 09:41:37 -0500"
"4455492","ghennefer","2012-03-13 09:41:39 -0500"
"4474480","liggettt","2012-03-13 09:48:25 -0500"
"4473799","smartinm","2012-03-13 09:52:55 -0500"
"4488217","jimmytai","2012-03-13 10:12:08 -0500"
"4500733","dbergevin","2012-03-13 10:21:28 -0500"
"4487994","mogliajr","2012-03-13 10:24:38 -0500"
"4459676","jennings1","2012-03-13 10:34:05 -0500"
"4459676","jennings1","2012-03-13 10:34:09 -0500"
"4500733","dbergevin","2012-03-13 10:52:38 -0500"
"4464219","ebennett","2012-03-13 11:33:19 -0500"
"4497839","jonrmiller1","2012-03-13 11:46:49 -0500"
"4474480","liggettt","2012-03-13 12:36:26 -0500"
"4500733","dbergevin","2012-03-13 12:40:51 -0500"
"4482200","mshap1507","2012-03-13 14:09:12 -0500"
"4482200","mshap1507","2012-03-13 14:09:14 -0500"
"4497839","jonrmiller1","2012-03-13 14:16:13 -0500"
"4460098","johnooty02","2012-03-13 14:21:34 -0500"
"4490443","ShaneH999","2012-03-13 14:30:16 -0500"
"4474480","liggettt","2012-03-13 14:31:50 -0500"
"4493499","Rkamatmhamai","2012-03-13 14:31:56 -0500"
"4474480","liggettt","2012-03-13 15:24:07 -0500"
"4488728","joaquindiaz","2012-03-13 16:26:38 -0500"
"4487910","ksmithmier","2012-03-13 16:59:32 -0500"
"4477565","RobinChipkin","2012-03-13 17:04:48 -0500"
"4457507","gnxynides","2012-03-13 17:42:07 -0500"
"4493499","Rkamatmhamai","2012-03-13 18:07:29 -0500"
"4490443","ShaneH999","2012-03-13 18:21:17 -0500"
"4486759","erikgarcia","2012-03-13 21:57:35 -0500"
"4460098","johnooty02","2012-03-14 04:23:55 -0500"
"4487910","ksmithmier","2012-03-14 06:09:20 -0500"
"4493499","Rkamatmhamai","2012-03-14 06:42:02 -0500"
"4451662","chfuqua2012","2012-03-14 07:05:09 -0500"
"4441494","mit1379476","2012-03-14 07:23:08 -0500"
"4441494","mit1379476","2012-03-14 07:23:10 -0500"
"4490443","ShaneH999","2012-03-14 07:48:13 -0500"
"4500733","dbergevin","2012-03-14 07:51:25 -0500"
"4460098","johnooty02","2012-03-14 08:15:02 -0500"
"4488728","joaquindiaz","2012-03-14 08:40:00 -0500"
"4490443","ShaneH999","2012-03-14 09:39:45 -0500"
"4450590","frontporch22","2012-03-14 10:14:13 -0500"
"4464219","ebennett","2012-03-14 10:50:06 -0500"
"4468342","angelacichy","2012-03-14 10:51:11 -0500"
"4447489","dmathewson","2012-03-14 11:22:50 -0500"
"4500733","dbergevin","2012-03-14 12:20:59 -0500"
"4500733","dbergevin","2012-03-14 12:52:48 -0500"
"4491972","tammywinn","2012-03-14 13:24:06 -0500"
"4460098","johnooty02","2012-03-14 13:40:22 -0500"
"4460098","johnooty02","2012-03-14 13:40:24 -0500"
"4457507","gnxynides","2012-03-14 18:42:22 -0500"
"4481990","kmball49","2012-03-14 23:45:59 -0500"
"4500733","dbergevin","2012-03-15 02:30:26 -0500"
"4500733","dbergevin","2012-03-15 08:08:56 -0500"
"4519822","112627","2012-04-26 06:40:58 -0700"
"4519822","112627","2012-04-26 06:44:21 -0700"
"4519822","112627","2012-04-26 08:27:55 -0700"
"4519822","112627","2012-04-26 08:53:59 -0700"
"4519822","112627","2012-04-26 09:14:07 -0700"
"4519822","112627","2012-04-26 09:16:15 -0700"
"4519822","112627","2012-04-26 17:03:24 -0700"
"4519823","225869","2012-04-27 01:52:27 -0700"
"4519823","225869","2012-04-27 01:57:32 -0700"
"4520022","240614","2012-04-27 02:12:30 -0700"
